7.19671E+17	Need a Smart option for your next hotel stay? We have one for you! Book a hotel on SmartBuy with your HDFC Bank Debit & Credit Cards and enjoy Rs 1000 off*. Use code: STAYHDFC T&C apply. To know more visit: bit.ly/HDFC_SBHotels
7.1974E+17	WORST BANK
7.19799E+17	Kya aap mujhe saudi ke kisi contect person ke number de sakte he taki me usse contect kar saku
7.19808E+17	Please help me Online recharge krne pr confirmation sms aata hai ya nhi please muje btaeye
7.19913E+17	Yadi aata hai to recharge krne k turant aata hai ya tym lgta plz Mera help kijiye aur muje advise dijiye
7.19915E+17	F**king customer service Have done a FD with HDFC but now feeling what I did it was wrong Its really hard to manage with HDFC.. Zero out of 10000000000
