ID	Review	Trending Topics length	Trending Topics
755073129253339137	RT @ChannelNewsAsia: Many fitness trackers leak personal data: Study https://t.co/pJRjdEQOnD	20	[{"score":9.708063672465336,"topic":"axe shot"},{"score":9.70709286609809,"topic":"train passengers"},{"score":9.70612215681148,"topic":"germany"},{"score":9.704181029441338,"topic":"afghan"},{"score":6.935405523029852,"topic":"santoso"},{"score":6.869256140223799,"topic":"rncincle"},{"score":5.8304381194381305,"topic":"ballistic missiles"},{"score":5.829272090118624,"topic":"north korea"},{"score":5.009257245251565,"topic":"range"},{"score":4.983829680885997,"topic":"turkeycoupattempt"},{"score":4.983331297917909,"topic":"air force"},{"score":4.982832964788117,"topic":"role"},{"score":4.96728783357613,"topic":"southeast asia"},{"score":4.966294425682293,"topic":"pm lee"},{"score":4.965797796239725,"topic":"south china sea disputes"},{"score":4.9434216160204585,"topic":"security forces"},{"score":4.835751288962967,"topic":"dengue cases"},{"score":4.824200071552106,"topic":"police"},{"score":4.267676298053056,"topic":"prosperity"},{"score":2.9560964060521155,"topic":"battle"}]
755072611785269249	On air w @ChannelNewsAsia in 8 mins to talk about #Trump & #gopconvention https://t.co/NquzJ62Ag0	20	[{"score":9.704181029441338,"topic":"axe shot"},{"score":9.703210611338394,"topic":"train passengers"},{"score":9.70224029027726,"topic":"germany"},{"score":9.700299939241608,"topic":"afghan"},{"score":6.932631776917232,"topic":"santoso"},{"score":6.866508849895601,"topic":"rncincle"},{"score":5.828106293993322,"topic":"ballistic missiles"},{"score":5.826940731015586,"topic":"north korea"},{"score":5.007253842888863,"topic":"range"},{"score":4.981836448023489,"topic":"turkeycoupattempt"},{"score":4.981338264378687,"topic":"air force"},{"score":4.98084013055225,"topic":"role"},{"score":4.965301216460102,"topic":"southeast asia"},{"score":4.964308205869822,"topic":"pm lee"},{"score":4.963811775049234,"topic":"south china sea disputes"},{"score":4.941444543959574,"topic":"security forces"},{"score":4.833817278573116,"topic":"dengue cases"},{"score":4.822270680956193,"topic":"police"},{"score":4.265969483577343,"topic":"prosperity"},{"score":2.9549141448436553,"topic":"battle"}]
755072088143040513	RT @ChannelNewsAsia: Many fitness trackers leak personal data: Study https://t.co/pJRjdEQOnD	20	[{"score":9.70224029027726,"topic":"axe shot"},{"score":9.701270066248233,"topic":"train passengers"},{"score":9.700299939241608,"topic":"germany"},{"score":9.698359976256759,"topic":"afghan"},{"score":6.931245319888166,"topic":"santoso"},{"score":6.8651356167907105,"topic":"rncincle"},{"score":5.826940731015586,"topic":"ballistic missiles"},{"score":5.825775401138791,"topic":"north korea"},{"score":5.006252442192824,"topic":"range"},{"score":4.98084013055225,"topic":"turkeycoupattempt"},{"score":4.980342046539194,"topic":"air force"},{"score":4.97984401233454,"topic":"role"},{"score":4.964308205869822,"topic":"southeast asia"},{"score":4.96331539387173,"topic":"pm lee"},{"score":4.9628190623323425,"topic":"south china sea disputes"},{"score":4.940456304465227,"topic":"security forces"},{"score":4.832850563455574,"topic":"dengue cases"},{"score":4.8213062750427085,"topic":"police"},{"score":4.265116332340322,"topic":"prosperity"},{"score":2.9543231915638284,"topic":"battle"}]
755071885738553344	RT @ChannelNewsAsia: Many fitness trackers leak personal data: Study https://t.co/pJRjdEQOnD	22	[{"score":9.700299939241608,"topic":"axe shot"},{"score":9.699329909247684,"topic":"train passengers"},{"score":9.698359976256759,"topic":"germany"},{"score":9.696420401245106,"topic":"afghan"},{"score":6.929859140136642,"topic":"santoso"},{"score":6.863762658318708,"topic":"rncincle"},{"score":5.825775401138791,"topic":"ballistic missiles"},{"score":5.824610304316317,"topic":"north korea"},{"score":5.00525124176691,"topic":"range"},{"score":4.981733680955859,"topic":"leak data"},{"score":4.981235507587764,"topic":"fitness trackers"},{"score":4.97984401233454,"topic":"turkeycoupattempt"},{"score":4.979346027933307,"topic":"air force"},{"score":4.978848093330513,"topic":"role"},{"score":4.96331539387173,"topic":"southeast asia"},{"score":4.962322780426109,"topic":"pm lee"},{"score":4.961826548148067,"topic":"south china sea disputes"},{"score":4.939468262608897,"topic":"security forces"},{"score":4.831884041671389,"topic":"dengue cases"},{"score":4.820342062000763,"topic":"police"},{"score":4.264263351725018,"topic":"prosperity"},{"score":2.9537323564687474,"topic":"battle"}]
755070074625462273	RT @ChannelNewsAsia: 4th Baltimore cop cleared in death of #FreddieGray https://t.co/kPmKR7Gk13 https://t.co/JZFSHddBfs	22	[{"score":9.697390140259133,"topic":"axe shot"},{"score":9.696420401245106,"topic":"train passengers"},{"score":9.695450759204983,"topic":"germany"},{"score":9.69351176600765,"topic":"afghan"},{"score":6.927780390283446,"topic":"santoso"},{"score":6.861703735427229,"topic":"rncincle"},{"score":5.824027843285886,"topic":"ballistic missiles"},{"score":5.822863095957508,"topic":"north korea"},{"score":5.003749816546912,"topic":"range"},{"score":4.980239310298602,"topic":"leak data"},{"score":4.979741286367572,"topic":"fitness trackers"},{"score":4.978350208521181,"topic":"turkeycoupattempt"},{"score":4.977852373500329,"topic":"air force"},{"score":4.977354588262979,"topic":"role"},{"score":4.961826548148067,"topic":"southeast asia"},{"score":4.960834232456703,"topic":"pm lee"},{"score":4.960338149033458,"topic":"south china sea disputes"},{"score":4.937986570309223,"topic":"security forces"},{"score":4.830434621410577,"topic":"dengue cases"},{"score":4.818896103987604,"topic":"police"},{"score":4.262984200643136,"topic":"prosperity"},{"score":2.952846325370824,"topic":"battle"}]
755069728511492096	RT @ChannelNewsAsia: Ban all Russians from #Rio2016, says WADA after discovery of state-run doping https://t.co/vr4cxCF5Lc https://t.co/2MW…	22	[{"score":9.69351176600765,"topic":"axe shot"},{"score":9.692542414831049,"topic":"train passengers"},{"score":9.691573160589567,"topic":"germany"},{"score":9.68963494287318,"topic":"afghan"},{"score":6.9250096937664445,"topic":"santoso"},{"score":6.858959465607836,"topic":"rncincle"},{"score":5.821698581566947,"topic":"ballistic missiles"},{"score":5.82053430006762,"topic":"north korea"},{"score":5.001748616825268,"topic":"range"},{"score":4.97824751336892,"topic":"leak data"},{"score":4.977749688617584,"topic":"fitness trackers"},{"score":4.976359167118872,"topic":"turkeycoupattempt"},{"score":4.975861531202161,"topic":"air force"},{"score":4.975363945049041,"topic":"role"},{"score":4.959842115218555,"topic":"southeast asia"},{"score":4.958850196393932,"topic":"pm lee"},{"score":4.9583543113742925,"topic":"south china sea disputes"},{"score":4.936011671940543,"topic":"security forces"},{"score":4.828502737368769,"topic":"dengue cases"},{"score":4.816968834660501,"topic":"police"},{"score":4.261279262724879,"topic":"prosperity"},{"score":2.9516653639996444,"topic":"battle"}]
755069304631021568	RT @ChannelNewsAsia: Flash floods hit Penang area, flood Penang International Airport https://t.co/uiGr98WIhk https://t.co/fIWM4ZPTud	22	[{"score":9.690604003273508,"topic":"axe shot"},{"score":9.68963494287318,"topic":"train passengers"},{"score":9.688665979378893,"topic":"germany"},{"score":9.686728343069676,"topic":"afghan"},{"score":6.92293239860168,"topic":"santoso"},{"score":6.85690198353008,"topic":"rncincle"},{"score":5.819952246637613,"topic":"ballistic missiles"},{"score":5.818788314387808,"topic":"north korea"},{"score":5.000248242287678,"topic":"range"},{"score":4.976754188457357,"topic":"leak data"},{"score":4.9762565130385115,"topic":"fitness trackers"},{"score":4.9748664086545356,"topic":"turkeycoupattempt"},{"score":4.97436892201367,"topic":"air force"},{"score":4.973871485121468,"topic":"role"},{"score":4.9583543113742925,"topic":"southeast asia"},{"score":4.957362690095561,"topic":"pm lee"},{"score":4.956866953826552,"topic":"south china sea disputes"},{"score":4.934531016514375,"topic":"security forces"},{"score":4.827054331397813,"topic":"dengue cases"},{"score":4.815523888514351,"topic":"police"},{"score":4.260001006780179,"topic":"prosperity"},{"score":2.950779952937454,"topic":"battle"}]
755068428327620608	RT @SimonMarksFSN: Can Donald Trump unify the Republican Party at #RNCinCLE   I'm live at 12:15 @ChannelNewsAsia	22	[{"score":9.687697112780954,"topic":"axe shot"},{"score":9.686728343069676,"topic":"train passengers"},{"score":9.685759670235369,"topic":"germany"},{"score":9.683822615158919,"topic":"afghan"},{"score":7.854745118635225,"topic":"rncincle"},{"score":6.920855726563149,"topic":"santoso"},{"score":5.818206435556369,"topic":"ballistic missiles"},{"score":5.817042852451323,"topic":"north korea"},{"score":4.998748317817439,"topic":"range"},{"score":4.975261311498469,"topic":"leak data"},{"score":4.97476378536732,"topic":"fitness trackers"},{"score":4.973374097972957,"topic":"turkeycoupattempt"},{"score":4.972876760563159,"topic":"air force"},{"score":4.972379472887103,"topic":"role"},{"score":4.956866953826552,"topic":"southeast asia"},{"score":4.955875630004456,"topic":"pm lee"},{"score":4.955380042441456,"topic":"south china sea disputes"},{"score":4.933050805240418,"topic":"security forces"},{"score":4.825606359905197,"topic":"dengue cases"},{"score":4.8140793758086975,"topic":"police"},{"score":4.258723134273915,"topic":"prosperity"},{"score":2.9498948074720204,"topic":"battle"}]
755067509787627524	RT @ChannelNewsAsia: Greek court to rule Thursday on officers who fled #TurkeyCoupAttempt https://t.co/9XWu4RTXJW https://t.co/iaLLHAbI9w	22	[{"score":9.684791094268345,"topic":"axe shot"},{"score":9.683822615158919,"topic":"train passengers"},{"score":9.682854232897403,"topic":"germany"},{"score":9.680917758879367,"topic":"afghan"},{"score":7.852388930734134,"topic":"rncincle"},{"score":6.91877967746393,"topic":"santoso"},{"score":5.971882234939814,"topic":"turkeycoupattempt"},{"score":5.816461148166078,"topic":"ballistic missiles"},{"score":5.815297914101056,"topic":"north korea"},{"score":4.997248843279545,"topic":"range"},{"score":4.973768882357884,"topic":"leak data"},{"score":4.973271505469649,"topic":"fitness trackers"},{"score":4.97138504671632,"topic":"air force"},{"score":4.970887908211648,"topic":"role"},{"score":4.955380042441456,"topic":"southeast asia"},{"score":4.954389015986768,"topic":"pm lee"},{"score":4.95389357708517,"topic":"south china sea disputes"},{"score":4.931571037985437,"topic":"security forces"},{"score":4.82415882276059,"topic":"dengue cases"},{"score":4.812635296413522,"topic":"police"},{"score":4.257445645091068,"topic":"prosperity"},{"score":2.9490099275236727,"topic":"battle"}]
755067453638529025	RT @ChannelNewsAsia: 47-year-old man arrested for murder of man at Boat Quay pub https://t.co/KaE1BxG3JE https://t.co/8mxM9zi2w3	22	[{"score":9.681885947474115,"topic":"axe shot"},{"score":9.680917758879367,"topic":"train passengers"},{"score":9.679949667103479,"topic":"germany"},{"score":9.678013773969555,"topic":"afghan"},{"score":7.85003344961873,"topic":"rncincle"},{"score":6.916704251117163,"topic":"santoso"},{"score":5.970090849419828,"topic":"turkeycoupattempt"},{"score":5.814716384309646,"topic":"ballistic missiles"},{"score":5.813553499179948,"topic":"north korea"},{"score":4.9957498185390286,"topic":"range"},{"score":4.97227690090127,"topic":"leak data"},{"score":4.97177967321118,"topic":"fitness trackers"},{"score":4.969893780338885,"topic":"air force"},{"score":4.969396790960851,"topic":"role"},{"score":4.95389357708517,"topic":"southeast asia"},{"score":4.952902847908688,"topic":"pm lee"},{"score":4.952407557623897,"topic":"south china sea disputes"},{"score":4.930091714616241,"topic":"security forces"},{"score":4.822711719833703,"topic":"dengue cases"},{"score":4.811191650198844,"topic":"police"},{"score":4.256168539116652,"topic":"prosperity"},{"score":2.9481253130127647,"topic":"battle"}]
755067343785590784	Can Donald Trump unify the Republican Party at #RNCinCLE   I'm live at 12:15 @ChannelNewsAsia	22	[{"score":9.678981672136768,"topic":"axe shot"},{"score":9.678013773969555,"topic":"train passengers"},{"score":9.677045972592158,"topic":"germany"},{"score":9.675110660168098,"topic":"afghan"},{"score":8.847578675076997,"topic":"rncincle"},{"score":6.914629447336039,"topic":"santoso"},{"score":5.968300001261758,"topic":"turkeycoupattempt"},{"score":5.81297214383003,"topic":"ballistic missiles"},{"score":5.811809607530985,"topic":"north korea"},{"score":4.994251243460965,"topic":"range"},{"score":4.970785366994335,"topic":"leak data"},{"score":4.970288288457636,"topic":"fitness trackers"},{"score":4.9684029612966265,"topic":"air force"},{"score":4.967906121000497,"topic":"role"},{"score":4.952407557623897,"topic":"southeast asia"},{"score":4.951417125636449,"topic":"pm lee"},{"score":4.950921983923886,"topic":"south china sea disputes"},{"score":4.928612834999678,"topic":"security forces"},{"score":4.821265050994282,"topic":"dengue cases"},{"score":4.809748437034723,"topic":"police"},{"score":4.254891816235717,"topic":"prosperity"},{"score":2.9472409638596724,"topic":"battle"}]
755066303531081728	RT @ChannelNewsAsia: 4th Baltimore cop cleared in death of #FreddieGray https://t.co/kPmKR7Gk13 https://t.co/JZFSHddBfs	22	[{"score":9.676078267994898,"topic":"axe shot"},{"score":9.675110660168098,"topic":"train passengers"},{"score":9.67414314910208,"topic":"germany"},{"score":9.672208417213692,"topic":"afghan"},{"score":8.844924666892986,"topic":"rncincle"},{"score":6.912555265933807,"topic":"santoso"},{"score":5.966509690304411,"topic":"turkeycoupattempt"},{"score":5.811228426570231,"topic":"ballistic missiles"},{"score":5.8100662389972015,"topic":"north korea"},{"score":4.99275311791047,"topic":"range"},{"score":4.969294280502828,"topic":"leak data"},{"score":4.968797351074778,"topic":"fitness trackers"},{"score":4.966912589455358,"topic":"air force"},{"score":4.966415898196413,"topic":"role"},{"score":4.950921983923886,"topic":"southeast asia"},{"score":4.9499318490363216,"topic":"pm lee"},{"score":4.949436855851418,"topic":"south china sea disputes"},{"score":4.927134399002634,"topic":"security forces"},{"score":4.819818816112114,"topic":"dengue cases"},{"score":4.808305656791257,"topic":"police"},{"score":4.253615476333347,"topic":"prosperity"},{"score":2.9463568799847963,"topic":"battle"}]
755065526817128449	RT @ChannelNewsAsia: Britain to keep “leading role” in Europe: UK foreign minister #BorisJohnson https://t.co/2xlqOW5XXy https://t.co/yxdPE…	22	[{"score":9.672208417213692,"topic":"axe shot"},{"score":9.671241196371971,"topic":"train passengers"},{"score":9.670274072252335,"topic":"germany"},{"score":9.668340114140625,"topic":"afghan"},{"score":8.84138722768633,"topic":"rncincle"},{"score":6.909790658553099,"topic":"santoso"},{"score":5.964229639802223,"topic":"role"},{"score":5.964123444395006,"topic":"turkeycoupattempt"},{"score":5.808904283850064,"topic":"ballistic missiles"},{"score":5.807742561082338,"topic":"north korea"},{"score":4.990756316208523,"topic":"range"},{"score":4.9673068609284075,"topic":"leak data"},{"score":4.966810130242314,"topic":"fitness trackers"},{"score":4.9649261224144645,"topic":"air force"},{"score":4.948941912165832,"topic":"southeast asia"},{"score":4.947952173272818,"topic":"pm lee"},{"score":4.947457378055491,"topic":"south china sea disputes"},{"score":4.925163840851389,"topic":"security forces"},{"score":4.817891177755519,"topic":"dengue cases"},{"score":4.806382623007647,"topic":"police"},{"score":4.251914285342727,"topic":"prosperity"},{"score":2.9451785140024302,"topic":"battle"}]
755065421829705730	RT @ChannelNewsAsia: 4th Baltimore cop cleared in death of #FreddieGray https://t.co/kPmKR7Gk13 https://t.co/JZFSHddBfs	22	[{"score":9.669307044845109,"topic":"axe shot"},{"score":9.668340114140625,"topic":"train passengers"},{"score":9.66737328012921,"topic":"germany"},{"score":9.665439902146918,"topic":"afghan"},{"score":8.8387350767508,"topic":"rncincle"},{"score":6.907717928642343,"topic":"santoso"},{"score":5.962440549831208,"topic":"role"},{"score":5.9623343862794265,"topic":"turkeycoupattempt"},{"score":5.80716178682623,"topic":"ballistic missiles"},{"score":5.806000412540482,"topic":"north korea"},{"score":4.989259239031359,"topic":"range"},{"score":4.965816817884368,"topic":"leak data"},{"score":4.9653202362025795,"topic":"fitness trackers"},{"score":4.963436793520559,"topic":"air force"},{"score":4.947457378055491,"topic":"southeast asia"},{"score":4.946467936054454,"topic":"pm lee"},{"score":4.945973289260849,"topic":"south china sea disputes"},{"score":4.923686439449123,"topic":"security forces"},{"score":4.81644595493411,"topic":"dengue cases"},{"score":4.804940852407418,"topic":"police"},{"score":4.250638838610302,"topic":"prosperity"},{"score":2.94429504880064,"topic":"battle"}]
755064343528476672	RT @ChannelNewsAsia: France’s Hollande booed during tribute to victims of attack in #Nice https://t.co/uZjMvB7rAy https://t.co/Irywq4QdQ6	22	[{"score":9.664473358156703,"topic":"axe shot"},{"score":9.663506910820887,"topic":"train passengers"},{"score":9.662540560129806,"topic":"germany"},{"score":9.660608148643185,"topic":"afghan"},{"score":8.834316592997547,"topic":"rncincle"},{"score":6.904264760380741,"topic":"santoso"},{"score":5.959459925740727,"topic":"role"},{"score":5.959353815260105,"topic":"turkeycoupattempt"},{"score":5.8042587865909265,"topic":"ballistic missiles"},{"score":5.8030979928761965,"topic":"north korea"},{"score":4.986765108287877,"topic":"range"},{"score":4.963334406007453,"topic":"leak data"},{"score":4.962838072566853,"topic":"fitness trackers"},{"score":4.9609555714178475,"topic":"air force"},{"score":4.94498414406273,"topic":"southeast asia"},{"score":4.943995196683758,"topic":"pm lee"},{"score":4.94350079716409,"topic":"south china sea disputes"},{"score":4.921225088548808,"topic":"security forces"},{"score":4.814038213553077,"topic":"dengue cases"},{"score":4.8025388624272525,"topic":"police"},{"score":4.248513944212376,"topic":"prosperity"},{"score":2.9428231956763033,"topic":"battle"}]
755062965397819392	RT @ChannelNewsAsia: At least one medal: #OneTeamSG paddlers' goal at the #Rio2016 Olympics https://t.co/P47B4XzJ4b https://t.co/5anct30X92	22	[{"score":9.661574306073792,"topic":"axe shot"},{"score":9.660608148643185,"topic":"train passengers"},{"score":9.65964208782832,"topic":"germany"},{"score":9.657710256007176,"topic":"afghan"},{"score":8.83166656304031,"topic":"rncincle"},{"score":6.902193688073666,"topic":"santoso"},{"score":5.957672266540842,"topic":"role"},{"score":5.957566187890182,"topic":"turkeycoupattempt"},{"score":5.802517683076909,"topic":"ballistic missiles"},{"score":5.80135723756547,"topic":"north korea"},{"score":4.985269228353356,"topic":"range"},{"score":4.961845554580719,"topic":"leak data"},{"score":4.961349370025261,"topic":"fitness trackers"},{"score":4.959467433570128,"topic":"air force"},{"score":4.94350079716409,"topic":"southeast asia"},{"score":4.9425121464396655,"topic":"pm lee"},{"score":4.942017895225022,"topic":"south china sea disputes"},{"score":4.919748868654075,"topic":"security forces"},{"score":4.812594146505343,"topic":"dengue cases"},{"score":4.8010982448398885,"topic":"police"},{"score":4.247239517480282,"topic":"prosperity"},{"score":2.941940436999354,"topic":"battle"}]
755061640912003072	RT @ChannelNewsAsia: Ban all Russians from #Rio2016, says WADA after discovery of state-run doping https://t.co/vr4cxCF5Lc https://t.co/2MW…	22	[{"score":9.657710256007176,"topic":"axe shot"},{"score":9.656744484981575,"topic":"train passengers"},{"score":9.655778810533077,"topic":"germany"},{"score":9.653847751328758,"topic":"afghan"},{"score":8.82813442627976,"topic":"rncincle"},{"score":6.89943322470245,"topic":"santoso"},{"score":5.955289555070732,"topic":"role"},{"score":5.9551835188451685,"topic":"turkeycoupattempt"},{"score":5.800197024131529,"topic":"ballistic missiles"},{"score":5.799037042728672,"topic":"north korea"},{"score":4.983275419758228,"topic":"range"},{"score":4.959861114049773,"topic":"leak data"},{"score":4.959365127938368,"topic":"fitness trackers"},{"score":4.957483944144909,"topic":"air force"},{"score":4.941523693435499,"topic":"southeast asia"},{"score":4.940535438112049,"topic":"pm lee"},{"score":4.9400413845682385,"topic":"south china sea disputes"},{"score":4.917781264271866,"topic":"security forces"},{"score":4.81066939758314,"topic":"dengue cases"},{"score":4.799178093588643,"topic":"police"},{"score":4.245540876490673,"topic":"prosperity"},{"score":2.940763837329213,"topic":"battle"}]
755060455911993349	RT @ChannelNewsAsia: Ban all Russians from #Rio2016, says WADA after discovery of state-run doping https://t.co/vr4cxCF5Lc https://t.co/2MW…	23	[{"score":9.653847751328758,"topic":"axe shot"},{"score":9.652882366553625,"topic":"train passengers"},{"score":9.65191707831697,"topic":"germany"},{"score":9.649986791420478,"topic":"afghan"},{"score":8.824603702162003,"topic":"rncincle"},{"score":6.896673865350965,"topic":"santoso"},{"score":5.952907796542258,"topic":"role"},{"score":5.952801802724822,"topic":"turkeycoupattempt"},{"score":5.797877293310497,"topic":"ballistic missiles"},{"score":5.796717775830609,"topic":"north korea"},{"score":4.9877284997670746,"topic":"rio"},{"score":4.981282408566917,"topic":"range"},{"score":4.957877467175982,"topic":"leak data"},{"score":4.957381679429265,"topic":"fitness trackers"},{"score":4.955501247996458,"topic":"air force"},{"score":4.939547380429782,"topic":"southeast asia"},{"score":4.93855952034917,"topic":"pm lee"},{"score":4.938065664397135,"topic":"south china sea disputes"},{"score":4.915814446813362,"topic":"security forces"},{"score":4.808745418445027,"topic":"dengue cases"},{"score":4.797258710282697,"topic":"police"},{"score":4.243842914855548,"topic":"prosperity"},{"score":2.9395877082283492,"topic":"battle"}]
755057997483761668	RT @ChannelNewsAsia: Greek court to rule Thursday on officers who fled #TurkeyCoupAttempt https://t.co/9XWu4RTXJW https://t.co/iaLLHAbI9w	23	[{"score":9.650951886609139,"topic":"axe shot"},{"score":9.649986791420478,"topic":"train passengers"},{"score":9.649021792741335,"topic":"germany"},{"score":9.647092084873005,"topic":"afghan"},{"score":8.821956585780642,"topic":"rncincle"},{"score":6.951016140762106,"topic":"turkeycoupattempt"},{"score":6.894605070084679,"topic":"santoso"},{"score":5.951122102784575,"topic":"role"},{"score":5.796138104053026,"topic":"ballistic missiles"},{"score":5.794978934393597,"topic":"north korea"},{"score":4.986232330844012,"topic":"rio"},{"score":4.979788173277838,"topic":"range"},{"score":4.9563902526671955,"topic":"leak data"},{"score":4.955894613641929,"topic":"fitness trackers"},{"score":4.954014746282141,"topic":"air force"},{"score":4.938065664397135,"topic":"southeast asia"},{"score":4.937078100644912,"topic":"pm lee"},{"score":4.936584392834847,"topic":"south china sea disputes"},{"score":4.914339849948837,"topic":"security forces"},{"score":4.807302939077048,"topic":"dengue cases"},{"score":4.7958196765825765,"topic":"police"},{"score":4.242569889292135,"topic":"prosperity"},{"score":2.9387059201005727,"topic":"battle"}]
755057198087016449	RT @ChannelNewsAsia: France’s Hollande booed during tribute to victims of attack in #Nice https://t.co/uZjMvB7rAy https://t.co/Irywq4QdQ6	23	[{"score":9.646127375664518,"topic":"axe shot"},{"score":9.645162762926951,"topic":"train passengers"},{"score":9.644198246650658,"topic":"germany"},{"score":9.64226950344331,"topic":"afghan"},{"score":8.817546489595196,"topic":"rncincle"},{"score":6.947541327723834,"topic":"turkeycoupattempt"},{"score":6.891158456941202,"topic":"santoso"},{"score":5.948147136785886,"topic":"role"},{"score":5.793240614556852,"topic":"ballistic missiles"},{"score":5.792082024366346,"topic":"north korea"},{"score":4.983739713251964,"topic":"rio"},{"score":4.977298777120223,"topic":"range"},{"score":4.953912553130326,"topic":"leak data"},{"score":4.953417161875013,"topic":"fitness trackers"},{"score":4.951538234260937,"topic":"air force"},{"score":4.935597125322125,"topic":"southeast asia"},{"score":4.934610055253032,"topic":"pm lee"},{"score":4.934116594247507,"topic":"south china sea disputes"},{"score":4.911883171408707,"topic":"security forces"},{"score":4.804899768289733,"topic":"dengue cases"},{"score":4.793422246278297,"topic":"police"},{"score":4.240449028562054,"topic":"prosperity"},{"score":2.937236860981729,"topic":"battle"}]
755056944969375744	RT @ChannelNewsAsia: Greek court to rule Thursday on officers who fled #TurkeyCoupAttempt https://t.co/9XWu4RTXJW https://t.co/iaLLHAbI9w	23	[{"score":9.643233826825993,"topic":"axe shot"},{"score":9.64226950344331,"topic":"train passengers"},{"score":9.641305276492966,"topic":"germany"},{"score":9.63937711185072,"topic":"afghan"},{"score":8.814901490165894,"topic":"rncincle"},{"score":7.945457273744809,"topic":"turkeycoupattempt"},{"score":6.8890913161319824,"topic":"santoso"},{"score":5.946362871083317,"topic":"role"},{"score":5.791502816163909,"topic":"ballistic missiles"},{"score":5.790344573515704,"topic":"north korea"},{"score":4.982244740845196,"topic":"rio"},{"score":4.975805736801073,"topic":"range"},{"score":4.952426527976809,"topic":"leak data"},{"score":4.951931285324012,"topic":"fitness trackers"},{"score":4.950052921331855,"topic":"air force"},{"score":4.934116594247507,"topic":"southeast asia"},{"score":4.933129820269824,"topic":"pm lee"},{"score":4.932636507287797,"topic":"south china sea disputes"},{"score":4.910409753808868,"topic":"security forces"},{"score":4.8034584425014355,"topic":"dengue cases"},{"score":4.791984363402287,"topic":"police"},{"score":4.239177021062716,"topic":"prosperity"},{"score":2.936355778037603,"topic":"battle"}]
755056829332238336	RT @ChannelNewsAsia: Greek court to rule Thursday on officers who fled #TurkeyCoupAttempt https://t.co/9XWu4RTXJW https://t.co/iaLLHAbI9w	23	[{"score":9.640341145965317,"topic":"axe shot"},{"score":9.63937711185072,"topic":"train passengers"},{"score":9.638413174139535,"topic":"germany"},{"score":9.636485587888838,"topic":"afghan"},{"score":8.943073874918458,"topic":"turkeycoupattempt"},{"score":8.812257284157075,"topic":"rncincle"},{"score":6.8870247954029935,"topic":"santoso"},{"score":5.944579140606933,"topic":"role"},{"score":5.789765539058353,"topic":"ballistic missiles"},{"score":5.788607643848196,"topic":"north korea"},{"score":4.980750216885303,"topic":"rio"},{"score":4.974313144349229,"topic":"range"},{"score":4.950940948586259,"topic":"leak data"},{"score":4.9504458544914005,"topic":"fitness trackers"},{"score":4.948568053952093,"topic":"air force"},{"score":4.932636507287797,"topic":"southeast asia"},{"score":4.9316500293127055,"topic":"pm lee"},{"score":4.9311568643097745,"topic":"south china sea disputes"},{"score":4.9089367781901085,"topic":"security forces"},{"score":4.802017549067636,"topic":"dengue cases"},{"score":4.790546911848005,"topic":"police"},{"score":4.237905395127469,"topic":"prosperity"},{"score":2.9354749593919287,"topic":"battle"}]
755056558040416256	RT @ChannelNewsAsia: Flash floods hit Penang area, flood Penang International Airport https://t.co/uiGr98WIhk https://t.co/fIWM4ZPTud	23	[{"score":9.63744933282212,"topic":"axe shot"},{"score":9.636485587888838,"topic":"train passengers"},{"score":9.635521939330049,"topic":"germany"},{"score":9.633594931297402,"topic":"afghan"},{"score":8.940391221039254,"topic":"turkeycoupattempt"},{"score":8.809613871330734,"topic":"rncincle"},{"score":6.884958894568229,"topic":"santoso"},{"score":5.94279594519618,"topic":"role"},{"score":5.788028783083811,"topic":"ballistic missiles"},{"score":5.786871235207482,"topic":"north korea"},{"score":4.979256141237763,"topic":"rio"},{"score":4.972820999630344,"topic":"range"},{"score":4.949455814824961,"topic":"leak data"},{"score":4.9489608692434786,"topic":"fitness trackers"},{"score":4.947083631988001,"topic":"air force"},{"score":4.9311568643097745,"topic":"southeast asia"},{"score":4.930170682248481,"topic":"pm lee"},{"score":4.9296776651802565,"topic":"south china sea disputes"},{"score":4.907464244419846,"topic":"security forces"},{"score":4.800577087858641,"topic":"dengue cases"},{"score":4.789109891486068,"topic":"police"},{"score":4.236634150641855,"topic":"prosperity"},{"score":2.9345944049654245,"topic":"battle"}]
755056379954626560	RT @ChannelNewsAsia: France’s Hollande booed during tribute to victims of attack in #Nice https://t.co/uZjMvB7rAy https://t.co/Irywq4QdQ6	23	[{"score":9.632631571804273,"topic":"axe shot"},{"score":9.631668308647093,"topic":"train passengers"},{"score":9.630705141816229,"topic":"germany"},{"score":9.628779097094917,"topic":"afghan"},{"score":8.935921919378458,"topic":"turkeycoupattempt"},{"score":8.805209945268366,"topic":"rncincle"},{"score":6.881517103547989,"topic":"santoso"},{"score":5.939825141443753,"topic":"role"},{"score":5.7851353474372695,"topic":"ballistic missiles"},{"score":5.783978378219135,"topic":"north korea"},{"score":4.976767011042969,"topic":"rio"},{"score":4.970335086362903,"topic":"range"},{"score":4.946981581813638,"topic":"leak data"},{"score":4.9464868836554565,"topic":"fitness trackers"},{"score":4.944610584830901,"topic":"air force"},{"score":4.928691778943997,"topic":"southeast asia"},{"score":4.927706089875126,"topic":"pm lee"},{"score":4.927213319266138,"topic":"south china sea disputes"},{"score":4.905011002994988,"topic":"security forces"},{"score":4.798177279324417,"topic":"dengue cases"},{"score":4.786715815403427,"topic":"police"},{"score":4.234516257187586,"topic":"prosperity"},{"score":2.9331274011930377,"topic":"battle"}]
