ID	Review	PositiveScore	NegativeScore	NeutralScore	Trending Topics length	Trending Topics
755474707688849408	KL-Singapore High-Speed Rail projected to start around 2026 @asostaponti @BF_BTPTransport @BF_Singapour  https://t.co/uMgxpAaU1E	0.0	0.0	1.0	2	[{"score":4.985524999300543,"topic":"north korea missile tests"},{"score":4.983927507943039,"topic":"un chief"}]
755474845278711809	Government requests for Google data hit record high. https://t.co/1YozR4jUMB	0.0	0.0	0.0	2	[{"score":4.984029491361517,"topic":"north korea missile tests"},{"score":4.982432479203498,"topic":"un chief"}]
755474960051765249	RT @carlesdijous: Government requests for Google data hit record high. https://t.co/1YozR4jUMB	0.0	0.0	0.0	2	[{"score":4.98253443203001,"topic":"north korea missile tests"},{"score":4.9809378989277295,"topic":"un chief"}]
755475161252524032	RT @carlesdijous: Government requests for Google data hit record high. https://t.co/1YozR4jUMB	0.0	0.0	0.0	2	[{"score":4.981039821171452,"topic":"north korea missile tests"},{"score":4.979443766981207,"topic":"un chief"}]
755475242936664064	North Korea missile tests 'deeply troubling': UN chief https://t.co/pV17WY6Ift	0.0	1.0	0.0	2	[{"score":5.9799436630176155,"topic":"north korea missile tests"},{"score":5.978447928022249,"topic":"un chief"}]
755475248225583109	Rebels in eastern Congo suspected of killing seven civilians https://t.co/j8ooD34hyX	0.0	1.0	0.0	2	[{"score":5.978149859311041,"topic":"north korea missile tests"},{"score":5.976654572991302,"topic":"un chief"}]
755475249970417664	California Republican staffers in Ohio develop Norovirus symptoms https://t.co/3X6tZcHHF5	0.0	0.0	1.0	2	[{"score":5.976356593691766,"topic":"north korea missile tests"},{"score":5.974861755913065,"topic":"un chief"}]
755475252520550400	Lufthansa's Eurowings eyes some Air Berlin operations: paper https://t.co/5C5yLLFbR9	0.0	0.0	0.0	2	[{"score":5.975161382136593,"topic":"north korea missile tests"},{"score":5.9736668433105,"topic":"un chief"}]
755476313817788416	@minzhan_ @ChannelNewsAsia unfortunately only in japan	0.0	0.0	0.0	2	[{"score":5.9745638659983795,"topic":"north korea missile tests"},{"score":5.973069476626169,"topic":"un chief"}]
755476589417201664	North Korea missile tests 'deeply troubling': UN chief https://t.co/Yp3bZ8hPw7	0.0	1.0	0.0	2	[{"score":6.973269012970819,"topic":"north korea missile tests"},{"score":6.971874922461539,"topic":"un chief"}]
755476590860075008	Rebels in eastern Congo suspected of killing seven civilians https://t.co/R2NWMgkrTt	0.0	1.0	0.0	2	[{"score":6.971177241458025,"topic":"north korea missile tests"},{"score":6.969783569134076,"topic":"un chief"}]
755476592181248000	California Republican staffers in Ohio develop Norovirus symptoms https://t.co/o97ib067vb	0.0	0.0	1.0	5	[{"score":6.969086097413934,"topic":"north korea missile tests"},{"score":6.967692843149874,"topic":"un chief"},{"score":4.9815556079048875,"topic":"california republican staffers"},{"score":4.981057452344097,"topic":"ohio"},{"score":4.980559346598863,"topic":"norovirus symptoms"}]
755476593380917249	Lufthansa's Eurowings eyes some Air Berlin operations: paper https://t.co/wA8lfTGJhK	0.0	0.0	0.0	5	[{"score":6.967692349885311,"topic":"north korea missile tests"},{"score":6.966299374258172,"topic":"un chief"},{"score":4.980559346598863,"topic":"california republican staffers"},{"score":4.980061290664203,"topic":"ohio"},{"score":4.9795632845351365,"topic":"norovirus symptoms"}]
755476835526406145	North Korea missile tests 'deeply troubling': UN chief https://t.co/uBKecWJkPZ	0.0	1.0	0.0	5	[{"score":7.966198881092258,"topic":"north korea missile tests"},{"score":7.964906184046315,"topic":"un chief"},{"score":4.9795632845351365,"topic":"california republican staffers"},{"score":4.9790653282066835,"topic":"ohio"},{"score":4.978567421673863,"topic":"norovirus symptoms"}]
755476837657083904	Rebels in eastern Congo suspected of killing seven civilians https://t.co/VM7PPmhgKk	0.0	1.0	0.0	5	[{"score":7.963809260405931,"topic":"north korea missile tests"},{"score":7.962516951130322,"topic":"un chief"},{"score":4.978069564931696,"topic":"california republican staffers"},{"score":4.977571757975203,"topic":"ohio"},{"score":4.977074000799405,"topic":"norovirus symptoms"}]
755476838831521802	California Republican staffers in Ohio develop Norovirus symptoms https://t.co/txnaeMKQzb	0.0	0.0	1.0	5	[{"score":7.9614203565341235,"topic":"north korea missile tests"},{"score":7.960128434912529,"topic":"un chief"},{"score":5.976576293399325,"topic":"california republican staffers"},{"score":5.975978635769985,"topic":"ohio"},{"score":5.975381037906407,"topic":"norovirus symptoms"}]
755476840165281796	Lufthansa's Eurowings eyes some Air Berlin operations: paper https://t.co/pH2WwOEn7K	0.0	0.0	0.0	7	[{"score":7.95982815207702,"topic":"north korea missile tests"},{"score":7.958536488826831,"topic":"un chief"},{"score":5.975381037906407,"topic":"california republican staffers"},{"score":5.974783499802617,"topic":"ohio"},{"score":5.9741860214526366,"topic":"norovirus symptoms"},{"score":4.984346339332891,"topic":"eurowings"},{"score":4.983847904698957,"topic":"air berlin operations"}]
755477339429965824	Canada to hold first Zika vaccine test on humans https://t.co/wLvpjnLCjn	0.0	0.0	0.0	7	[{"score":7.957440442418282,"topic":"north korea missile tests"},{"score":7.95614916662832,"topic":"un chief"},{"score":5.973588602850492,"topic":"california republican staffers"},{"score":5.972991243990207,"topic":"ohio"},{"score":5.972393944865808,"topic":"norovirus symptoms"},{"score":4.9828511849564965,"topic":"eurowings"},{"score":4.982352899838001,"topic":"air berlin operations"}]
755478043716706304	Taiwanese launch 'say sorry to China' contest amid actor row https://t.co/gsmsEspfNA	0.0	0.0	0.0	7	[{"score":7.955849033904203,"topic":"north korea missile tests"},{"score":7.954558016356486,"topic":"un chief"},{"score":5.972393944865808,"topic":"california republican staffers"},{"score":5.971796705471322,"topic":"ohio"},{"score":5.971199525800775,"topic":"norovirus symptoms"},{"score":4.981854664548018,"topic":"eurowings"},{"score":4.981356479081563,"topic":"air berlin operations"}]
755478334084112384	Wall Street moves lower on mixed earnings reports https://t.co/e3rIa144dg	0.0	0.0	1.0	7	[{"score":7.954257943655912,"topic":"north korea missile tests"},{"score":7.952967184298795,"topic":"un chief"},{"score":5.971199525800775,"topic":"california republican staffers"},{"score":5.970602405848195,"topic":"ohio"},{"score":5.97000534560761,"topic":"norovirus symptoms"},{"score":4.980858343433654,"topic":"eurowings"},{"score":4.980360257599311,"topic":"air berlin operations"}]
755478339696066561	Lufthansa's Eurowings eyes some Air Berlin operations: paper https://t.co/70sBhgAu0g	0.0	0.0	0.0	7	[{"score":7.95266717160976,"topic":"north korea missile tests"},{"score":7.951376670391608,"topic":"un chief"},{"score":5.979862221573551,"topic":"eurowings"},{"score":5.979264235351394,"topic":"air berlin operations"},{"score":5.97000534560761,"topic":"california republican staffers"},{"score":5.969408345073049,"topic":"ohio"},{"score":5.968811404238542,"topic":"norovirus symptoms"}]
755478551697043456	Canada to hold first Zika vaccine test on humans: MONTREAL: A Canadian university said on Tuesday (Jul 19) it... https://t.co/Qk3V5btX7W	0.0	0.0	1.0	7	[{"score":7.94789676404783,"topic":"north korea missile tests"},{"score":7.946607036936859,"topic":"un chief"},{"score":5.976275201100353,"topic":"eurowings"},{"score":5.975677573580243,"topic":"air berlin operations"},{"score":5.966424237781657,"topic":"california republican staffers"},{"score":5.965827595357879,"topic":"ohio"},{"score":5.965231012598344,"topic":"norovirus symptoms"}]
755478553072799744	Canada to hold first Zika vaccine test on humans: MONTREAL: A Canadian university said on Tuesday (Jul 19) it... https://t.co/kJZTAR4tzU	0.0	0.0	1.0	7	[{"score":7.94312921801497,"topic":"north korea missile tests"},{"score":7.9418402645468325,"topic":"un chief"},{"score":5.9726903323014575,"topic":"eurowings"},{"score":5.972093063268227,"topic":"air berlin operations"},{"score":5.9628452780833054,"topic":"california republican staffers"},{"score":5.962248993555497,"topic":"ohio"},{"score":5.961652768656141,"topic":"norovirus symptoms"}]
755478774301405184	RT @SimonMarksFSN: Empty seats dominate the first night of Trump's convention.  I'm live shortly @ChannelNewsAsia #RNCinCLE https://t.co/EU…	0.0	0.0	0.0	7	[{"score":7.9399524428837465,"topic":"north korea missile tests"},{"score":7.938664004919663,"topic":"un chief"},{"score":5.970301614506067,"topic":"eurowings"},{"score":5.969704584344616,"topic":"air berlin operations"},{"score":5.9604604977189375,"topic":"california republican staffers"},{"score":5.959864451669166,"topic":"ohio"},{"score":5.959268465223999,"topic":"norovirus symptoms"}]
755478858623627265	Melania Trump speech controversy dominates Republican convention https://t.co/MyOo6s2LOj https://t.co/mDCV4VeGEQ	0.0	0.0	0.0	7	[{"score":7.938364531794694,"topic":"north korea missile tests"},{"score":7.937076351505319,"topic":"un chief"},{"score":5.969107613886182,"topic":"eurowings"},{"score":5.968510703124793,"topic":"air berlin operations"},{"score":5.959268465223999,"topic":"california republican staffers"},{"score":5.958672538377476,"topic":"ohio"},{"score":5.958076671123639,"topic":"norovirus symptoms"}]
755479180138188805	Wall Street moves lower on mixed earnings reports https://t.co/wtWt2FS8I2 #business #sg	0.0	0.0	1.0	7	[{"score":7.93677693827198,"topic":"north korea missile tests"},{"score":7.935489015605782,"topic":"un chief"},{"score":5.9679138520544806,"topic":"eurowings"},{"score":5.967317060669275,"topic":"air berlin operations"},{"score":5.958076671123639,"topic":"california republican staffers"},{"score":5.957480863456526,"topic":"ohio"},{"score":5.956885115370181,"topic":"norovirus symptoms"}]
755479185829793792	Lufthansa's Eurowings eyes some Air Berlin operations: paper https://t.co/MR2cHLHeLn #business #sg	0.0	0.0	0.0	7	[{"score":7.93439614328587,"topic":"north korea missile tests"},{"score":7.933108606957835,"topic":"un chief"},{"score":6.966123656930312,"topic":"eurowings"},{"score":6.965327054564619,"topic":"air berlin operations"},{"score":5.9562894268586435,"topic":"california republican staffers"},{"score":5.955693797915957,"topic":"ohio"},{"score":5.9550982285361655,"topic":"norovirus symptoms"}]
755479230016741376	DTN Singapore: Track great Bekele left out of Ethiopia's Olympics squad: Kenenisa Bekele, the 5,000 and 10,00... https://t.co/OTMxp0ewNa	0.0	0.0	1.0	7	[{"score":7.931222860860588,"topic":"north korea missile tests"},{"score":7.929935839469836,"topic":"un chief"},{"score":6.963337625407096,"topic":"eurowings"},{"score":6.962541341634556,"topic":"air berlin operations"},{"score":5.953907268441441,"topic":"california republican staffers"},{"score":5.953311877714596,"topic":"ohio"},{"score":5.952716546526825,"topic":"norovirus symptoms"}]
755479231195295744	DTN Singapore: Olympics: IOC puts back decision of Russia Rio Games ban: The International Olympic Committee ... https://t.co/z5kRL8AplH	0.0	0.0	1.0	7	[{"score":7.927258042473136,"topic":"north korea missile tests"},{"score":7.925971664464391,"topic":"un chief"},{"score":6.959856652858525,"topic":"eurowings"},{"score":6.959060767148252,"topic":"air berlin operations"},{"score":5.950930910138412,"topic":"california republican staffers"},{"score":5.950335817047399,"topic":"ohio"},{"score":5.9497407834656935,"topic":"norovirus symptoms"}]
755479231941873666	DTN Singapore: Football: Spain's Angel Maria Villar to run for UEFA top job: Spain's football association sai... https://t.co/eye9AQy7RA	1.0	0.0	0.0	7	[{"score":7.924087614859921,"topic":"north korea missile tests"},{"score":7.922801751325202,"topic":"un chief"},{"score":6.9570731277609426,"topic":"eurowings"},{"score":6.956277560357203,"topic":"air berlin operations"},{"score":5.9485508948064085,"topic":"california republican staffers"},{"score":5.947956039716928,"topic":"ohio"},{"score":5.947361244112956,"topic":"norovirus symptoms"}]
755480200637325313	Shots heard near police vehicle by Republican convention: Police https://t.co/iDNMcpFp5d	0.0	0.0	1.0	7	[{"score":7.921710626290168,"topic":"north korea missile tests"},{"score":7.9204251484759345,"topic":"un chief"},{"score":6.954986214527852,"topic":"eurowings"},{"score":6.954190885770466,"topic":"air berlin operations"},{"score":5.946766507988545,"topic":"california republican staffers"},{"score":5.946171831337746,"topic":"ohio"},{"score":5.945577214154612,"topic":"norovirus symptoms"}]
755480492489658368	RT @iamrrr: 2 Million Dollars for a Dinner. Yup. As if the income disparity needed to be highlighted more. Your turn, Dubai https://t.co/90…	0.0	0.0	1.0	7	[{"score":7.9169587880125665,"topic":"north korea missile tests"},{"score":7.915674081292225,"topic":"un chief"},{"score":6.950814265907979,"topic":"eurowings"},{"score":6.950019414228564,"topic":"air berlin operations"},{"score":5.9431993399798015,"topic":"california republican staffers"},{"score":5.942605020045804,"topic":"ohio"},{"score":5.942010759543799,"topic":"norovirus symptoms"}]
755480507819884545	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/TRj5dQfIEJ	0.0	0.0	1.0	7	[{"score":7.915375475424552,"topic":"north korea missile tests"},{"score":7.9140910256327075,"topic":"un chief"},{"score":6.9494241725629395,"topic":"eurowings"},{"score":6.948629479845913,"topic":"air berlin operations"},{"score":5.942010759543799,"topic":"california republican staffers"},{"score":5.941416558467845,"topic":"ohio"},{"score":5.940822416811998,"topic":"norovirus symptoms"}]
755480510621679616	Canada to hold first Zika vaccine test on humans https://t.co/sSJ7E8p8mb	0.0	0.0	0.0	7	[{"score":7.913001100235275,"topic":"north korea missile tests"},{"score":7.9117170357398345,"topic":"un chief"},{"score":6.9473395537869465,"topic":"eurowings"},{"score":6.946545099453895,"topic":"air berlin operations"},{"score":5.940228334570317,"topic":"california republican staffers"},{"score":5.939634311736859,"topic":"ohio"},{"score":5.939040348305686,"topic":"norovirus symptoms"}]
755480645611257858	RT @ChannelNewsAsia: North Korea missile tests 'deeply troubling': UN chief https://t.co/zXhTSp5Y20	0.0	0.0	0.0	7	[{"score":8.911318579145238,"topic":"north korea missile tests"},{"score":8.910134771449858,"topic":"un chief"},{"score":6.945950155349585,"topic":"eurowings"},{"score":6.945155859899456,"topic":"air berlin operations"},{"score":5.939040348305686,"topic":"california republican staffers"},{"score":5.9384464442708556,"topic":"ohio"},{"score":5.937852599626429,"topic":"norovirus symptoms"}]
755480691358310400	RT @El_Grillo1: Shots heard near police vehicle by Republican convention: Police https://t.co/iDNMcpFp5d	0.0	0.0	1.0	7	[{"score":8.908645450902142,"topic":"north korea missile tests"},{"score":8.907461998313558,"topic":"un chief"},{"score":6.943866578674538,"topic":"eurowings"},{"score":6.943072521489217,"topic":"air berlin operations"},{"score":5.937258814366467,"topic":"california republican staffers"},{"score":5.93666508848503,"topic":"ohio"},{"score":5.936071421976181,"topic":"norovirus symptoms"}]
755480712447418368	RT @ChannelNewsAsia: California Republican staffers in Ohio develop Norovirus symptoms https://t.co/oVrbEEPRHX	0.0	0.0	1.0	7	[{"score":8.905973124517327,"topic":"north korea missile tests"},{"score":8.904790026929017,"topic":"un chief"},{"score":6.94178362700999,"topic":"eurowings"},{"score":6.940989808018003,"topic":"air berlin operations"},{"score":6.935477814833984,"topic":"california republican staffers"},{"score":6.934784267052501,"topic":"ohio"},{"score":6.934090788625795,"topic":"norovirus symptoms"}]
755480870862016512	NEWS: Doll picture sums up the 'why?' of Nice truck massacre https://t.co/AuY1yskALd https://t.co/lc9XFughxr	0.0	0.0	1.0	7	[{"score":8.903301599750261,"topic":"north korea missile tests"},{"score":8.902118857055735,"topic":"un chief"},{"score":6.939701300168454,"topic":"eurowings"},{"score":6.938907719298351,"topic":"air berlin operations"},{"score":6.933397379546933,"topic":"california republican staffers"},{"score":6.9327040398089785,"topic":"ohio"},{"score":6.9320107694049975,"topic":"norovirus symptoms"}]
755480880685076480	Eagle withdraws from UK Labour leadership contest https://t.co/W217EDi14W	0.0	0.0	0.0	7	[{"score":8.901521028463328,"topic":"north korea missile tests"},{"score":8.900338522305512,"topic":"un chief"},{"score":6.938313429305434,"topic":"eurowings"},{"score":6.9375200071435685,"topic":"air berlin operations"},{"score":6.9320107694049975,"topic":"california republican staffers"},{"score":6.9313175683280575,"topic":"ohio"},{"score":6.930624436571224,"topic":"norovirus symptoms"}]
755480881729458176	NEWS: Canada to hold first Zika vaccine test on humans https://t.co/4bii1mBwVV https://t.co/u0ec86Wel8	0.0	0.0	0.0	10	[{"score":8.8979609541076,"topic":"north korea missile tests"},{"score":8.8967789208813,"topic":"un chief"},{"score":6.935538520204766,"topic":"eurowings"},{"score":6.934745415364163,"topic":"air berlin operations"},{"score":6.929238380990154,"topic":"california republican staffers"},{"score":6.928545457152055,"topic":"ohio"},{"score":6.92785260260634,"topic":"norovirus symptoms"},{"score":4.977868471768453,"topic":"zika vaccine test"},{"score":4.277622200957859,"topic":"canada"},{"score":2.9778261262341323,"topic":"humans"}]
755480884329852928	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/XUCy95ZM9Z	0.0	0.0	1.0	10	[{"score":8.896181450896387,"topic":"north korea missile tests"},{"score":8.894999654064913,"topic":"un chief"},{"score":6.9341514818561105,"topic":"eurowings"},{"score":6.933358535628545,"topic":"air berlin operations"},{"score":6.92785260260634,"topic":"california republican staffers"},{"score":6.927159817346079,"topic":"ohio"},{"score":6.926467101364345,"topic":"norovirus symptoms"},{"score":4.976872947852784,"topic":"zika vaccine test"},{"score":4.27676671929389,"topic":"canada"},{"score":2.977230590787147,"topic":"humans"}]
755480886661959680	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/cdHbPfiziW	0.0	0.0	1.0	10	[{"score":8.894402303568022,"topic":"north korea missile tests"},{"score":8.893220743084097,"topic":"un chief"},{"score":6.932764720901255,"topic":"eurowings"},{"score":6.931971933255005,"topic":"air berlin operations"},{"score":6.926467101364345,"topic":"california republican staffers"},{"score":6.925774454654209,"topic":"ohio"},{"score":6.9250818772087435,"topic":"norovirus symptoms"},{"score":4.975877623031943,"topic":"zika vaccine test"},{"score":4.275911408717698,"topic":"canada"},{"score":2.9766351744412956,"topic":"humans"}]
755480888385810433	Canada to hold first Zika vaccine test on humans https://t.co/xfW8I1v5T1	0.0	0.0	0.0	10	[{"score":8.891734249700127,"topic":"north korea missile tests"},{"score":8.890553043648902,"topic":"un chief"},{"score":6.930685099460994,"topic":"eurowings"},{"score":6.9298925496272545,"topic":"air berlin operations"},{"score":6.924389369021022,"topic":"california republican staffers"},{"score":6.9236969300841205,"topic":"ohio"},{"score":6.923004560391112,"topic":"norovirus symptoms"},{"score":5.974185019016386,"topic":"zika vaccine test"},{"score":5.133784995507421,"topic":"canada"},{"score":3.5737879740970726,"topic":"humans"}]
755480890835210240	dlvr -  Doll picture sums up the 'why?' of Nice truck massacre https://t.co/vMjWT2DQVk	0.0	0.0	1.0	12	[{"score":8.88995599176753,"topic":"north korea missile tests"},{"score":8.888775021945703,"topic":"un chief"},{"score":6.929299031747952,"topic":"eurowings"},{"score":6.928506640416255,"topic":"air berlin operations"},{"score":6.923004560391112,"topic":"california republican staffers"},{"score":6.922312259935073,"topic":"ohio"},{"score":6.921620028709079,"topic":"norovirus symptoms"},{"score":5.972990241754434,"topic":"zika vaccine test"},{"score":5.132758289846169,"topic":"canada"},{"score":4.994405415848515,"topic":"truck massacre"},{"score":4.99390597530693,"topic":"doll picture sums"},{"score":3.573073252240133,"topic":"humans"}]
755480892416548864	Canada to hold first Zika vaccine test on humans https://t.co/Aik3t7xgp9	0.0	0.0	0.0	12	[{"score":8.88728927165979,"topic":"north korea missile tests"},{"score":8.88610865609348,"topic":"un chief"},{"score":6.970998533865642,"topic":"zika vaccine test"},{"score":6.927220449910469,"topic":"eurowings"},{"score":6.926428296272402,"topic":"air berlin operations"},{"score":6.920927866706209,"topic":"california republican staffers"},{"score":6.920235773919538,"topic":"ohio"},{"score":6.919543750342147,"topic":"norovirus symptoms"},{"score":5.990374848276104,"topic":"canada"},{"score":4.992907244050929,"topic":"truck massacre"},{"score":4.9924079533265235,"topic":"doll picture sums"},{"score":4.170047138365117,"topic":"humans"}]
755480898628227073	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/x53L78JU6F	0.0	0.0	1.0	12	[{"score":8.885511902678353,"topic":"north korea missile tests"},{"score":8.884331523223349,"topic":"un chief"},{"score":6.969604403868854,"topic":"zika vaccine test"},{"score":6.925835075092691,"topic":"eurowings"},{"score":6.9250430798774305,"topic":"air berlin operations"},{"score":6.919543750342147,"topic":"california republican staffers"},{"score":6.918851795967113,"topic":"ohio"},{"score":6.918159910787516,"topic":"norovirus symptoms"},{"score":5.991908712531191,"topic":"truck massacre"},{"score":5.991309521659938,"topic":"doll picture sums"},{"score":5.9891768332101964,"topic":"canada"},{"score":4.169213170637915,"topic":"humans"}]
755480899064438785	Eagle withdraws from UK Labour leadership contest https://t.co/Iwbg6qJxrn	0.0	0.0	0.0	12	[{"score":8.883734889152935,"topic":"north korea missile tests"},{"score":8.882554745762018,"topic":"un chief"},{"score":6.968210552684124,"topic":"zika vaccine test"},{"score":6.924449977336024,"topic":"eurowings"},{"score":6.923658140511886,"topic":"air berlin operations"},{"score":6.918159910787516,"topic":"california republican staffers"},{"score":6.917468094796437,"topic":"ohio"},{"score":6.916776347986957,"topic":"norovirus symptoms"},{"score":5.990710390707772,"topic":"truck massacre"},{"score":5.990111319668701,"topic":"doll picture sums"},{"score":5.987979057735323,"topic":"canada"},{"score":4.168379369695919,"topic":"humans"}]
755480899085402112	dlvr -  Canada to hold first Zika vaccine test on humans https://t.co/baFK6WCHRu	0.0	0.0	0.0	12	[{"score":8.880181928185833,"topic":"north korea missile tests"},{"score":8.879002256781469,"topic":"un chief"},{"score":7.965123716526811,"topic":"zika vaccine test"},{"score":6.9216806127843915,"topic":"eurowings"},{"score":6.920889092647476,"topic":"air berlin operations"},{"score":6.915393061885124,"topic":"california republican staffers"},{"score":6.914701522578935,"topic":"ohio"},{"score":6.9140100524266765,"topic":"norovirus symptoms"},{"score":6.8446545416831,"topic":"canada"},{"score":5.98831446597015,"topic":"truck massacre"},{"score":5.987715634523553,"topic":"doll picture sums"},{"score":4.764757968946162,"topic":"humans"}]
755480904789729280	Canada to hold first Zika vaccine test on humans https://t.co/0UHBX5TP0a	0.0	0.0	0.0	12	[{"score":8.9625344283576,"topic":"zika vaccine test"},{"score":8.877518140003957,"topic":"north korea missile tests"},{"score":8.876338822465623,"topic":"un chief"},{"score":7.701757582592659,"topic":"canada"},{"score":6.919604316244053,"topic":"eurowings"},{"score":6.918813033539434,"topic":"air berlin operations"},{"score":6.9133186514214335,"topic":"california republican staffers"},{"score":6.912627319556291,"topic":"ohio"},{"score":6.911936056824335,"topic":"norovirus symptoms"},{"score":5.986518151273805,"topic":"truck massacre"},{"score":5.985919499458678,"topic":"doll picture sums"},{"score":5.361374385405484,"topic":"humans"}]
755480908677820416	Doll picture sums up the 'why?' of Nice truck massacre https://t.co/obLQ15zJyl	0.0	0.0	1.0	12	[{"score":8.960742011097272,"topic":"zika vaccine test"},{"score":8.875742725151138,"topic":"north korea missile tests"},{"score":8.874563643464517,"topic":"un chief"},{"score":7.700217308093717,"topic":"canada"},{"score":6.985320907508732,"topic":"truck massacre"},{"score":6.984622375417981,"topic":"doll picture sums"},{"score":6.918220464576847,"topic":"eurowings"},{"score":6.917429340120857,"topic":"air berlin operations"},{"score":6.911936056824335,"topic":"california republican staffers"},{"score":6.911244863218653,"topic":"ohio"},{"score":6.9105537387323315,"topic":"norovirus symptoms"},{"score":5.360302164142147,"topic":"humans"}]
755480917418704896	Canada to hold first Zika vaccine test on humans https://t.co/seTGFbpHuf	0.0	0.0	0.0	12	[{"score":9.957854067307242,"topic":"zika vaccine test"},{"score":8.873080268596999,"topic":"north korea missile tests"},{"score":8.871901540599515,"topic":"un chief"},{"score":8.557063705839381,"topic":"canada"},{"score":6.983225520789122,"topic":"truck massacre"},{"score":6.982527198237043,"topic":"doll picture sums"},{"score":6.91614520597717,"topic":"eurowings"},{"score":6.915354318834783,"topic":"air berlin operations"},{"score":6.909862683358458,"topic":"california republican staffers"},{"score":6.909171697090122,"topic":"ohio"},{"score":6.9084807799204135,"topic":"norovirus symptoms"},{"score":5.95673993520864,"topic":"humans"}]
755481214027345920	RT @ChannelNewsAsia: Canada to hold first Zika vaccine test on humans https://t.co/seTGFbpHuf	0.0	0.0	0.0	12	[{"score":10.954667019812714,"topic":"zika vaccine test"},{"score":9.413653075370258,"topic":"canada"},{"score":8.870418610699954,"topic":"north korea missile tests"},{"score":8.86924023628551,"topic":"un chief"},{"score":6.9811307626226675,"topic":"truck massacre"},{"score":6.9804326495464055,"topic":"doll picture sums"},{"score":6.914070569892817,"topic":"eurowings"},{"score":6.913279919992847,"topic":"air berlin operations"},{"score":6.907789931842421,"topic":"california republican staffers"},{"score":6.907099152849237,"topic":"ohio"},{"score":6.9064084429339525,"topic":"norovirus symptoms"},{"score":6.55299879283635,"topic":"humans"}]
